set_id,family,subfamily,interpretation_layer,overlap_hvg,n_raw,n_present
core_anchor__antigen_presentation_ciita_26aca9ec__core_mhc_ciita__expert_curated,antigen_presentation_ciita_hla_escape,core_mhc_ciita,core_anchor,18,18,18
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_antigen_presentation_folding_assembly_and_peptide_loading_of_c_f92221af,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,28,29,29
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_antigen_processing_cross_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,90,98,97
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_antigen_processing_ubiquitination_proteasome_degradation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,271,295,295
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_antigen_processing_ub_atp_independent_proteasomal_degradation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,19,19,19
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_class_i_mhc_mediated_antigen_processing_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,341,373,372
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_mhc_class_ii_antigen_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,105,126,123
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__reactome_nef_mediated_downregulation_of_mhc_class_i_complex_cell_surfac_517c4071,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,9,10,10
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__ciita_target_genes,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,1071,1234,1111
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__ciita_target_genes,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,1071,1234,1111
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,91,122,116
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_endogenous_antigen,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,18,31,30
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_endogenous_peptide_antigen,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,14,24,23
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_exogenous_antigen,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,47,54,52
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,41,45,43
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen_v_0fb1f7b4,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,10,10,10
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_exogenous_peptide_antigen_v_9a4e445d,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,28,31,29
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_peptide_antigen,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,54,73,68
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_peptide_antigen_via_mhc_class_i,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,27,38,37
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_peptide_antigen_via_mhc_class_ib,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,7,16,15
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_of_peptide_or_polysaccharide_a_8f8faa98,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,31,37,33
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_antigen_processing_and_presentation_via_mhc_class_ib,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,12,24,23
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_dendritic_cell_antigen_processing_and_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,12,16,15
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_mhc_class_ii_biosynthetic_process,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,15,20,20
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_peptide_antigen_assembly_with_mhc_class_ii_protein_complex,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,14,16,14
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_positive_regulation_of_antigen_processing_and_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,6,10,10
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_positive_regulation_of_mhc_class_ii_biosynthetic_process,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,11,15,15
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_regulation_of_antigen_processing_and_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,17,23,23
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_regulation_of_dendritic_cell_antigen_processing_and_presentation,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,8,11,11
atomic__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__gobp_t_cell_activation_via_t_cell_receptor_contact_with_antigen_bound_t_71839632,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,effector,12,14,14
family_union__antigen_presentation_ciita_26aca9ec__all__selected_atomic_sets,antigen_presentation_ciita_hla_escape,all,family_union,1508,1758,1627
family_union__antigen_presentation_ciita_26aca9ec__mhc_i_mhc_ii_ciita__selected_atomic_sets,antigen_presentation_ciita_hla_escape,mhc_i_mhc_ii_ciita,family_union,1508,1758,1627
core_anchor__cd54_cd244_adhesion_niche__core_cd54_cd244_niche__expert_curated,cd54_cd244_adhesion_niche,core_cd54_cd244_niche,core_anchor,10,13,12
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_apoptotic_cleavage_of_cell_adhesion_proteins,cd54_cd244_adhesion_niche,adhesion_niche,effector,6,11,11
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_cell_extracellular_matrix_interactions,cd54_cd244_adhesion_niche,adhesion_niche,effector,14,18,18
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_degradation_of_the_extracellular_matrix,cd54_cd244_adhesion_niche,adhesion_niche,effector,65,140,140
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_extracellular_matrix_organization,cd54_cd244_adhesion_niche,adhesion_niche,effector,168,321,321
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_grb2_sos_provides_linkage_to_mapk_signaling_for_integrins,cd54_cd244_adhesion_niche,adhesion_niche,effector,10,15,15
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_immunoregulatory_interactions_between_a_lymphoid_and_a_non_lym_e050ce90,cd54_cd244_adhesion_niche,adhesion_niche,effector,83,191,187
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_integrin_cell_surface_interactions,cd54_cd244_adhesion_niche,adhesion_niche,effector,47,85,85
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_integrin_signaling,cd54_cd244_adhesion_niche,adhesion_niche,effector,21,27,27
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_mechanical_load_activates_signaling_by_piezo1_and_integrins_in_a41b5649,cd54_cd244_adhesion_niche,adhesion_niche,effector,11,17,17
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_non_integrin_membrane_ecm_interactions,cd54_cd244_adhesion_niche,adhesion_niche,effector,41,80,80
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_p130cas_linkage_to_mapk_signaling_for_integrins,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,15,15
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_regulation_of_homotypic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,136,223,159
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_regulation_of_mitf_m_dependent_genes_involved_in_extracellular_e40e9e31,cd54_cd244_adhesion_niche,adhesion_niche,effector,10,12,12
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_sema3a_plexin_repulsion_signaling_by_inhibiting_integrin_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,13,14,14
atomic__cd54_cd244_adhesion_niche__adhesion_niche__reactome_turbulent_oscillatory_disturbed_flow_shear_stress_activates_si_70e9bf75,cd54_cd244_adhesion_niche,adhesion_niche,effector,28,31,31
atomic__cd54_cd244_adhesion_niche__adhesion_niche__wp_integrinmediated_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,80,102,100
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_calcium_dependent_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,12,48,48
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_calcium_independent_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,4,23,23
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,941,1578,1538
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_adhesion_mediated_by_integrin,cd54_cd244_adhesion_niche,adhesion_niche,effector,62,85,85
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_adhesion_molecule_production,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,22,10
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,608,1018,996
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_cell_adhesion_involved_in_gastrulation,cd54_cd244_adhesion_niche,adhesion_niche,effector,8,11,10
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_cell_adhesion_mediated_by_cadherin,cd54_cd244_adhesion_niche,adhesion_niche,effector,30,61,61
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_cell_cell_adhesion_mediated_by_integrin,cd54_cd244_adhesion_niche,adhesion_niche,effector,25,30,30
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_epithelial_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,17,16
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_extracellular_matrix_assembly,cd54_cd244_adhesion_niche,adhesion_niche,effector,24,54,45
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_extracellular_matrix_constituent_secretion,cd54_cd244_adhesion_niche,adhesion_niche,effector,8,11,11
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_extracellular_matrix_disassembly,cd54_cd244_adhesion_niche,adhesion_niche,effector,38,72,65
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_heterophilic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,20,55,55
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_heterotypic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,42,62,61
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_homophilic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,46,178,177
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_homotypic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,78,105,105
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_integrin_activation,cd54_cd244_adhesion_niche,adhesion_niche,effector,18,27,27
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_integrin_mediated_signaling_pathway,cd54_cd244_adhesion_niche,adhesion_niche,effector,90,120,119
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_leukocyte_adhesion_to_vascular_endothelial_cell,cd54_cd244_adhesion_niche,adhesion_niche,effector,40,61,51
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_leukocyte_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,335,453,433
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,216,331,308
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_cell_adhesion_mediated_by_integrin,cd54_cd244_adhesion_niche,adhesion_niche,effector,10,15,15
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,153,226,213
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_cell_cell_adhesion_mediated_by_cadherin,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,11,11
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_extracellular_matrix_organization,cd54_cd244_adhesion_niche,adhesion_niche,effector,11,27,15
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_homotypic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,13,13
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_negative_regulation_of_leukocyte_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,114,172,159
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_neuron_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,12,19,19
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,364,499,487
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_cell_adhesion_mediated_by_integrin,cd54_cd244_adhesion_niche,adhesion_niche,effector,17,23,23
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,253,339,331
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_cell_cell_adhesion_mediated_by_cadherin,cd54_cd244_adhesion_niche,adhesion_niche,effector,5,11,11
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_extracellular_matrix_disassembly,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,12,11
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_extracellular_matrix_organization,cd54_cd244_adhesion_niche,adhesion_niche,effector,23,30,28
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_heterotypic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,7,13,13
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_homotypic_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,16,20,20
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_integrin_activation,cd54_cd244_adhesion_niche,adhesion_niche,effector,7,11,11
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_integrin_mediated_signaling_pathway,cd54_cd244_adhesion_niche,adhesion_niche,effector,10,13,13
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_leukocyte_adhesion_to_vascular_endothelial_cell,cd54_cd244_adhesion_niche,adhesion_niche,effector,20,26,24
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_positive_regulation_of_leukocyte_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,222,285,277
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,575,833,801
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_cell_adhesion_mediated_by_integrin,cd54_cd244_adhesion_niche,adhesion_niche,effector,37,49,49
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_cell_cell_adhesion,cd54_cd244_adhesion_niche,adhesion_niche,effector,373,533,514
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_cell_cell_adhesion_mediated_by_cadherin,cd54_cd244_adhesion_niche,adhesion_niche,effector,14,22,22
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_cell_cell_adhesion_mediated_by_integrin,cd54_cd244_adhesion_niche,adhesion_niche,effector,11,12,12
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_extracellular_matrix_assembly,cd54_cd244_adhesion_niche,adhesion_niche,effector,9,23,14
atomic__cd54_cd244_adhesion_niche__adhesion_niche__gobp_regulation_of_extracellular_matrix_disassembly,cd54_cd244_adhesion_niche,adhesion_niche,effector,16,27,20
family_union__cd54_cd244_adhesion_niche__adhesion_niche__selected_atomic_sets,cd54_cd244_adhesion_niche,adhesion_niche,family_union,1262,2205,2077
family_union__cd54_cd244_adhesion_niche__all__selected_atomic_sets,cd54_cd244_adhesion_niche,all,family_union,1262,2205,2077
family_union__hematopoietic_lineage_controls__all__selected_atomic_sets,hematopoietic_lineage_controls,all,family_union,590,824,796
family_union__hematopoietic_lineage_controls__lineage_composition__selected_atomic_sets,hematopoietic_lineage_controls,lineage_composition,family_union,590,824,796
atomic__hematopoietic_lineage_controls__lineage_composition__gavish_3ca_metaprogram_macrophages_monocyte_secreted,hematopoietic_lineage_controls,lineage_composition,lineage_control,46,50,49
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_anterograde_dendritic_transport,hematopoietic_lineage_controls,lineage_composition,lineage_control,8,11,11
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_axo_dendritic_transport,hematopoietic_lineage_controls,lineage_composition,lineage_control,76,89,89
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_cell_antigen_processing_and_presentation,hematopoietic_lineage_controls,lineage_composition,lineage_control,12,16,15
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_cell_apoptotic_process,hematopoietic_lineage_controls,lineage_composition,lineage_control,7,10,10
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_cell_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,15,26,26
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_cell_cytokine_production,hematopoietic_lineage_controls,lineage_composition,lineage_control,13,16,15
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_cell_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,37,54,53
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_cell_migration,hematopoietic_lineage_controls,lineage_composition,lineage_control,22,35,35
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_spine_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,75,99,98
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_spine_maintenance,hematopoietic_lineage_controls,lineage_composition,lineage_control,18,24,23
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_spine_morphogenesis,hematopoietic_lineage_controls,lineage_composition,lineage_control,44,61,60
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_dendritic_transport,hematopoietic_lineage_controls,lineage_composition,lineage_control,14,17,17
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_granulocyte_activation,hematopoietic_lineage_controls,lineage_composition,lineage_control,42,58,56
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_granulocyte_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,73,122,120
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_granulocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,36,43,42
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_granulocyte_macrophage_colony_stimulating_factor_production,hematopoietic_lineage_controls,lineage_composition,lineage_control,9,17,16
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_granulocyte_migration,hematopoietic_lineage_controls,lineage_composition,lineage_control,91,149,147
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_hematopoietic_or_lymphoid_organ_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,76,107,107
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_lymphocyte_migration_into_lymphoid_organs,hematopoietic_lineage_controls,lineage_composition,lineage_control,9,11,11
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_lymphoid_progenitor_cell_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,19,24,24
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_megakaryocyte_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,20,23,23
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_megakaryocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,46,70,55
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_monocyte_activation,hematopoietic_lineage_controls,lineage_composition,lineage_control,13,14,14
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_monocyte_chemotactic_protein_1_production,hematopoietic_lineage_controls,lineage_composition,lineage_control,14,21,20
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_monocyte_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,29,56,55
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_monocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,33,42,41
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_monocyte_extravasation,hematopoietic_lineage_controls,lineage_composition,lineage_control,10,11,10
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_mucosa_associated_lymphoid_tissue_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,8,11,11
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_myeloid_dendritic_cell_activation,hematopoietic_lineage_controls,lineage_composition,lineage_control,21,32,32
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_myeloid_dendritic_cell_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,13,21,21
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_negative_regulation_of_dendritic_spine_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,8,11,11
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_negative_regulation_of_granulocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,8,10,10
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_dendritic_cell_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,7,10,10
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_dendritic_cell_cytokine_production,hematopoietic_lineage_controls,lineage_composition,lineage_control,9,11,10
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_dendritic_spine_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,34,42,41
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_dendritic_spine_morphogenesis,hematopoietic_lineage_controls,lineage_composition,lineage_control,15,20,19
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_granulocyte_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,18,27,27
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_megakaryocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,9,11,11
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_monocyte_chemotactic_protein_1_production,hematopoietic_lineage_controls,lineage_composition,lineage_control,10,15,14
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_monocyte_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,12,23,23
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_positive_regulation_of_monocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,9,10,10
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_dendritic_cell_antigen_processing_and_presentation,hematopoietic_lineage_controls,lineage_composition,lineage_control,8,11,11
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_dendritic_cell_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,7,12,12
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_dendritic_cell_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,11,16,15
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_dendritic_spine_development,hematopoietic_lineage_controls,lineage_composition,lineage_control,45,58,57
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_dendritic_spine_maintenance,hematopoietic_lineage_controls,lineage_composition,lineage_control,11,15,14
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_dendritic_spine_morphogenesis,hematopoietic_lineage_controls,lineage_composition,lineage_control,34,46,45
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_granulocyte_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,35,53,52
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_granulocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,13,17,16
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_lymphoid_progenitor_cell_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,11,12,12
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_megakaryocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,19,38,23
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_monocyte_chemotaxis,hematopoietic_lineage_controls,lineage_composition,lineage_control,16,32,31
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_regulation_of_monocyte_differentiation,hematopoietic_lineage_controls,lineage_composition,lineage_control,17,20,19
atomic__hematopoietic_lineage_controls__lineage_composition__gobp_response_to_granulocyte_macrophage_colony_stimulating_factor,hematopoietic_lineage_controls,lineage_composition,lineage_control,9,12,12
atomic__hspc_lsc_stemness__hsc_mpp_lsc__beier_glioma_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,57,66,66
atomic__hspc_lsc_stemness__hsc_mpp_lsc__beier_glioma_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,27,40,39
